Modelo,Valor,Local,Ano
IPHONE 11,3000.0,FORTALEZA PRESIDENTE KENNEDY,2019.0
IPHONE 11 PRO MAX,3000.0,FORTALEZA JANGURUSSU,2019.0
IPHONE 11 PRO MAX,3000.0,MARACANAÚ NOVO ORIENTE,2019.0
IPHONE 12,3000.0,FORTALEZA EDSON QUEIROZ,2020.0
IPHONE 11 PRO MAX,3000.0,CAUCAIA ICARAÍ,2019.0
IPHONE 11,3000.0,PACATUBA FORQUILHA,2019.0
IPHONE 12,3000.0,FORTALEZA MONDUBIM,2020.0
IPHONE 11,3000.0,FORTALEZA SIQUEIRA,2019.0
IPHONE 12,3000.0,FORTALEZA CONJUNTO ESPERANÇA,2020.0
IPHONE 11 PRO MAX,3000.0,FORTALEZA ENGENHEIRO LUCIANO CAVALCANTE,2019.0
IPHONE 12,3000.0,FORTALEZA SERRINHA,2020.0
IPHONE 11 PRO,3000.0,CAUCAIA ARIANÓPOLIS (JUREMA),2019.0
IPHONE 13 MINI,3000.0,FORTALEZA COCÓ,2021.0
IPHONE 11 PRO MAX,3000.0,FORTALEZA COCÓ,2019.0
IPHONE 12,3000.0,FORTALEZA MEIRELES,2020.0
IPHONE 11,3000.0,FORTALEZA CENTRO,2019.0
IPHONE 11 PRO MAX,3000.0,FORTALEZA MARAPONGA,2019.0
IPHONE 11 PRO,3000.0,FORTALEZA HENRIQUE JORGE,2019.0
IPHONE 11 PRO MAX,3049.0,FORTALEZA MESSEJANA,2019.0
IPHONE 12,3049.0,FORTALEZA MANOEL SÁTIRO,2020.0
IPHONE 12,3049.0,FORTALEZA MESSEJANA,2020.0
IPHONE 12,3050.0,FORTALEZA DIONISIO TORRES,2020.0
IPHONE 11 PRO MAX,3050.0,FORTALEZA PRAIA DE IRACEMA,2019.0
IPHONE 12,3099.0,FORTALEZA EDSON QUEIROZ,2020.0
IPHONE 12,3099.0,AQUIRAZ,2020.0
IPHONE 12,3099.0,EUSÉBIO TAMATANDUBA,2020.0
IPHONE 12,3099.0,MARACANAÚ CENTRO,2020.0
IPHONE 11 PRO MAX,3100.0,FORTALEZA PREFEITO JOSÉ WALTER,2019.0
IPHONE 12,3100.0,FORTALEZA BARRA DO CEARÁ,2020.0
IPHONE 11 PRO MAX,3100.0,MARANGUAPE PARQUE IRACEMA,2019.0
IPHONE 11 PRO,3100.0,FORTALEZA CAJAZEIRAS,2019.0
IPHONE 11 PRO,3100.0,FORTALEZA CAJAZEIRAS,2019.0
IPHONE 12,3100.0,FORTALEZA DEMÓCRITO ROCHA,2020.0
IPHONE 11 PRO,3100.0,MARACANAÚ JARDIM BANDEIRANTES,2019.0
IPHONE 11 PRO MAX,3100.0,FORTALEZA CIDADE DOS FUNCIONÁRIOS,2019.0
IPHONE 11,3100.0,FORTALEZA JÓQUEI CLUBE,2019.0
IPHONE 12,3150.0,FORTALEZA CAMBEBA,2020.0
IPHONE 12,3159.0,FORTALEZA PRESIDENTE KENNEDY,2020.0
IPHONE 11 PRO MAX,3199.0,FORTALEZA AEROLÂNDIA,2019.0
IPHONE 12,3199.0,FORTALEZA FÁTIMA,2020.0
IPHONE 12,3199.0,FORTALEZA SÃO GERARDO,2020.0
IPHONE 12,3200.0,FORTALEZA ALDEOTA,2020.0
IPHONE 12,3200.0,FORTALEZA MEIRELES,2020.0
IPHONE 11 PRO MAX,3200.0,CAUCAIA NOVA METRÓPOLE (JUREMA),2019.0
IPHONE 11 PRO,3200.0,FORTALEZA LAGOA REDONDA,2019.0
IPHONE 11 PRO MAX,3200.0,FORTALEZA MEIRELES,2019.0
IPHONE 12,3200.0,FORTALEZA MEIRELES,2020.0
IPHONE 11 PRO,3200.0,FORTALEZA MEIRELES,2019.0
IPHONE 12,3200.0,FORTALEZA ALDEOTA,2020.0
IPHONE 11 PRO MAX,3200.0,FORTALEZA MEIRELES,2019.0
IPHONE 11,3200.0,FORTALEZA PARREÃO,2019.0
IPHONE 12,3200.0,FORTALEZA CARLITO PAMPLONA,2020.0
IPHONE 11 PRO MAX,3200.0,FORTALEZA ARACAPÉ,2019.0
IPHONE 11 PRO MAX,3200.0,FORTALEZA MONTE CASTELO,2019.0
IPHONE 11 PRO MAX,3299.0,MARACANAÚ CENTRO,2019.0
IPHONE 12,3299.0,AQUIRAZ,2020.0
IPHONE 11 PRO MAX,3299.0,MARACANAÚ CENTRO,2019.0
IPHONE 11 PRO MAX,3300.0,EUSÉBIO CENTRO,2019.0
IPHONE 12,3300.0,FORTALEZA CAMBEBA,2020.0
IPHONE 12,3300.0,CAUCAIA ARATURI (JUREMA),2020.0
IPHONE 12,3300.0,FORTALEZA EDSON QUEIROZ,2020.0
IPHONE 11 PRO MAX,3350.0,FORTALEZA SALINAS,2019.0
IPHONE 11 PRO MAX,3399.0,MARACANAÚ CENTRO,2019.0
IPHONE 11 PRO MAX,3399.0,FORTALEZA CENTRO,2019.0
IPHONE 11 PRO MAX,3399.0,MARACANAÚ LUZARDO VIANA,2019.0
IPHONE 11 PRO MAX,3399.0,MARACANAÚ CENTRO,2019.0
IPHONE 11 PRO MAX,3399.0,MARACANAÚ CENTRO,2019.0
IPHONE 11 PRO MAX,3400.0,FORTALEZA MANUEL DIAS BRANCO,2019.0
IPHONE 11 PRO MAX,3400.0,FORTALEZA CARLITO PAMPLONA,2019.0
IPHONE 11 PRO MAX,3400.0,CAUCAIA IPARANA,2019.0
IPHONE 11 PRO MAX,3400.0,FORTALEZA MESSEJANA,2019.0
IPHONE 11 PRO,3400.0,FORTALEZA DAMAS,2019.0
IPHONE 12,3400.0,FORTALEZA DENDÊ,2020.0
IPHONE 11 PRO MAX,3400.0,FORTALEZA PEDRAS,2019.0
IPHONE 11 PRO MAX,3449.0,EUSÉBIO TAMATANDUBA,2019.0
IPHONE 12,3498.0,FORTALEZA CAJAZEIRAS,2020.0
IPHONE 11 PRO MAX,3499.0,MARACANAÚ CENTRO,2019.0
IPHONE 12,3499.0,FORTALEZA CONJUNTO CEARÁ II,2020.0
IPHONE 11 PRO MAX,3499.0,MARACANAÚ CENTRO,2019.0
IPHONE 11 PRO MAX,3500.0,FORTALEZA MUCURIPE,2019.0
IPHONE 12,3500.0,FORTALEZA ELLERY,2020.0
IPHONE 12,3500.0,FORTALEZA ALDEOTA,2020.0
IPHONE 12,3500.0,CAUCAIA NOVA METRÓPOLE (JUREMA),2020.0
IPHONE 12 PRO,3500.0,PACATUBA SENADOR CARLOS JEREISSATI,2020.0
IPHONE 12,3500.0,FORTALEZA PREFEITO JOSÉ WALTER,2020.0
IPHONE 12,3500.0,FORTALEZA PREFEITO JOSÉ WALTER,2020.0
IPHONE 12,3500.0,FORTALEZA JOÃO XXIII,2020.0
IPHONE 11 PRO MAX,3500.0,FORTALEZA SERRINHA,2019.0
IPHONE 12,3500.0,FORTALEZA ALDEOTA,2020.0
IPHONE 11 PRO MAX,3500.0,FORTALEZA JARDIM IRACEMA,2019.0
IPHONE 11 PRO MAX,3500.0,FORTALEZA PASSARÉ,2019.0
IPHONE 12,3500.0,FORTALEZA VILA VELHA,2020.0
IPHONE 11,3500.0,AQUIRAZ,2019.0
IPHONE 11 PRO MAX,3500.0,FORTALEZA PARANGABA,2019.0
IPHONE 11 PRO MAX,3500.0,MARACANAÚ JARDIM BANDEIRANTES,2019.0
IPHONE 11 PRO MAX,3500.0,FORTALEZA FÁTIMA,2019.0
IPHONE 12,3500.0,FORTALEZA PARANGABA,2020.0
IPHONE 12,3500.0,CASCAVEL,2020.0
IPHONE 11 PRO,3500.0,FORTALEZA BARRA DO CEARÁ,2019.0
IPHONE 12,3500.0,FORTALEZA QUINTINO CUNHA,2020.0
IPHONE 12,3500.0,FORTALEZA CRISTO REDENTOR,2020.0
IPHONE 11 PRO MAX,3500.0,FORTALEZA GRANJA LISBOA,2019.0
IPHONE 13 MINI,3550.0,MARACANAÚ ALTO DA MANGUEIRA,2021.0
IPHONE 13,3580.0,FORTALEZA PIRAMBU,2021.0
IPHONE 12,3600.0,CAUCAIA TABAPUÁ,2020.0
IPHONE 12 PRO,3650.0,FORTALEZA PARANGABA,2020.0
IPHONE 11 PRO MAX,3700.0,FORTALEZA VARJOTA,2019.0
IPHONE SE,3700.0,FORTALEZA PARQUE DOIS IRMÃOS,2022.0
IPHONE 13,3700.0,FORTALEZA MEIRELES,2021.0
IPHONE 13,3799.0,FORTALEZA ALDEOTA,2021.0
IPHONE XS MAX,3800.0,FORTALEZA PAPICU,2018.0
IPHONE 11 PRO MAX,3800.0,FORTALEZA MEIRELES,2019.0
IPHONE 13,3800.0,FORTALEZA CANINDEZINHO,2021.0
IPHONE 12 PRO MAX,3800.0,FORTALEZA CARLITO PAMPLONA,2020.0
IPHONE 13,3800.0,FORTALEZA BONSUCESSO,2021.0
IPHONE 13,3800.0,FORTALEZA ALDEOTA,2021.0
IPHONE 11 PRO MAX,3800.0,FORTALEZA PLANALTO AYRTON SENNA,2019.0
IPHONE 12,3800.0,FORTALEZA PARQUE DOIS IRMÃOS,2020.0
IPHONE 13,3850.0,FORTALEZA FARIAS BRITO,2021.0
IPHONE 13,3899.0,FORTALEZA PAPICU,2021.0
IPHONE 12 PRO MAX,3900.0,FORTALEZA SERRINHA,2020.0
IPHONE 13,3900.0,CAUCAIA,2021.0
IPHONE 12,3900.0,CASCAVEL,2020.0
IPHONE 12,3950.0,FORTALEZA ELLERY,2020.0
IPHONE 13,3980.0,FORTALEZA JACARECANGA,2021.0
IPHONE 12 PRO MAX,3990.0,FORTALEZA JANGURUSSU,2020.0
IPHONE 13,3990.0,FORTALEZA DOM LUSTOSA,2021.0
IPHONE 12 PRO MAX,3999.0,FORTALEZA VILA PERI,2020.0
IPHONE 12 PRO,3999.0,FORTALEZA PARQUE IRACEMA,2020.0
IPHONE 13,3999.0,FORTALEZA JOAQUIM TÁVORA,2021.0
IPHONE 12 PRO,3999.0,FORTALEZA PARQUE IRACEMA,2020.0
IPHONE 11 PRO MAX,3999.0,MARACANAÚ LUZARDO VIANA,2019.0
IPHONE 13,3999.0,FORTALEZA PADRE ANDRADE,2021.0
IPHONE 13,3999.0,FORTALEZA AEROPORTO,2021.0
IPHONE 13,4000.0,FORTALEZA ANTÔNIO BEZERRA,2021.0
IPHONE 13,4000.0,EUSÉBIO JABUTI,2021.0
IPHONE 13 PRO MAX,4000.0,PACATUBA SENADOR CARLOS JEREISSATI,2021.0
IPHONE 13,4000.0,FORTALEZA VICENTE PINZON,2021.0
IPHONE 13,4000.0,FORTALEZA PANAMERICANO,2021.0
IPHONE 12 PRO,4000.0,FORTALEZA JANGURUSSU,2020.0
IPHONE 12 PRO,4000.0,FORTALEZA DENDÊ,2020.0
IPHONE 13 MINI,4000.0,CAUCAIA PADRE ROMUALDO,2021.0
IPHONE 13,4000.0,FORTALEZA JACARECANGA,2021.0
IPHONE 13,4000.0,MARACANAÚ TIMBÓ,2021.0
IPHONE 12,4000.0,MARANGUAPE CÔNEGO RAIMUNDO PINTO,2020.0
IPHONE 11 PRO MAX,4000.0,FORTALEZA HENRIQUE JORGE,2019.0
IPHONE 12 PRO,4050.0,FORTALEZA CENTRO,2020.0
IPHONE 12 PRO MAX,4099.0,FORTALEZA RODOLFO TEÓFILO,2020.0
IPHONE 12 PRO MAX,4100.0,FORTALEZA FLORESTA,2020.0
IPHONE 12 PRO,4100.0,FORTALEZA ALDEOTA,2020.0
IPHONE 13,4150.0,FORTALEZA CENTRO,2021.0
IPHONE 12 PRO MAX,4199.0,FORTALEZA PAPICU,2020.0
IPHONE 12 PRO,4199.0,FORTALEZA MEIRELES,2020.0
IPHONE 12 PRO MAX,4200.0,FORTALEZA VICENTE PINZON,2020.0
IPHONE 13,4200.0,CANINDÉ,2021.0
IPHONE 13,4200.0,FORTALEZA JARDIM DAS OLIVEIRAS,2021.0
IPHONE 12 PRO MAX,4200.0,FORTALEZA FLORESTA,2020.0
IPHONE 12 PRO MAX,4200.0,CAUCAIA PARQUE GUADALAJARA (JUREMA),2020.0
IPHONE 13,4200.0,MARACANAÚ,2021.0
IPHONE 13,4200.0,CANINDÉ,2021.0
IPHONE 13 MINI,4200.0,FORTALEZA MESSEJANA,2021.0
IPHONE 12 PRO,4200.0,FORTALEZA PARQUE ARAXÁ,2020.0
IPHONE 12,4200.0,CAUCAIA PARQUE GUADALAJARA (JUREMA),2020.0
IPHONE 12 PRO MAX,4250.0,CAUCAIA ARATURI (JUREMA),2020.0
IPHONE 12 PRO,4250.0,FORTALEZA CAJAZEIRAS,2020.0
IPHONE 13,4299.0,PARACURU,2021.0
IPHONE 12 PRO MAX,4299.0,FORTALEZA JÓQUEI CLUBE,2020.0
IPHONE 12 PRO MAX,4300.0,FORTALEZA MONDUBIM,2020.0
IPHONE 12 PRO,4300.0,MARACANAÚ PAJUÇARA,2020.0
IPHONE 13,4300.0,MARACANAÚ NOVO ORIENTE,2021.0
IPHONE 12 PRO MAX,4300.0,FORTALEZA AMADEU FURTADO,2020.0
IPHONE 12 PRO MAX,4300.0,FORTALEZA BOA VISTA-CASTELÃO,2020.0
IPHONE 12 PRO,4350.0,FORTALEZA ALDEOTA,2020.0
IPHONE 12 PRO MAX,4350.0,FORTALEZA JACARECANGA,2020.0
IPHONE 12 PRO MAX,4350.0,FORTALEZA AMADEU FURTADO,2020.0
IPHONE 12 PRO MAX,4399.0,FORTALEZA CIDADE 2000,2020.0
IPHONE 13,4399.0,EUSÉBIO TAMATANDUBA,2021.0
IPHONE 12 PRO MAX,4400.0,FORTALEZA JÓQUEI CLUBE,2020.0
IPHONE 13,4400.0,FORTALEZA ALDEOTA,2021.0
IPHONE 12 PRO MAX,4400.0,FORTALEZA JÓQUEI CLUBE,2020.0
IPHONE 12 PRO MAX,4400.0,FORTALEZA MEIRELES,2020.0
IPHONE 12 PRO MAX,4449.0,FORTALEZA JARDIM DAS OLIVEIRAS,2020.0
IPHONE 12 PRO,4499.0,FORTALEZA JOSÉ BONIFÁCIO,2020.0
IPHONE 12 PRO MAX,4499.0,FORTALEZA MESSEJANA,2020.0
IPHONE 12 PRO MAX,4499.0,MARACANAÚ CENTRO,2020.0
IPHONE 13,4499.0,FORTALEZA COCÓ,2021.0
IPHONE 12 PRO MAX,4499.0,FORTALEZA PAPICU,2020.0
IPHONE 12 PRO MAX,4499.0,MARACANAÚ CENTRO,2020.0
IPHONE 12 PRO MAX,4500.0,FORTALEZA MONTESE,2020.0
IPHONE 12 PRO MAX,4500.0,EUSÉBIO CIDADE ALPHA,2020.0
IPHONE 12,4500.0,FORTALEZA CENTRO,2020.0
IPHONE 12 PRO MAX,4500.0,FORTALEZA GRANJA LISBOA,2020.0
IPHONE 12 PRO MAX,4500.0,FORTALEZA MONTE CASTELO,2020.0
IPHONE 12 PRO MAX,4500.0,FORTALEZA COAÇU,2020.0
IPHONE 13,4500.0,FORTALEZA JARDIM AMÉRICA,2021.0
IPHONE 12 PRO MAX,4500.0,FORTALEZA JANGURUSSU,2020.0
IPHONE 12 PRO MAX,4500.0,FORTALEZA TAUAPE,2020.0
IPHONE 12 PRO MAX,4500.0,FORTALEZA MEIRELES,2020.0
IPHONE 12 PRO MAX,4549.0,FORTALEZA AEROLÂNDIA,2020.0
IPHONE 13 PRO,4550.0,FORTALEZA JOSÉ DE ALENCAR,2021.0
IPHONE 13 PRO,4550.0,FORTALEZA JOSÉ DE ALENCAR,2021.0
IPHONE 12 PRO MAX,4599.0,MARACANAÚ CENTRO,2020.0
IPHONE 12 PRO MAX,4599.0,FORTALEZA CIDADE 2000,2020.0
IPHONE 12 PRO MAX,4599.0,FORTALEZA EDSON QUEIROZ,2020.0
IPHONE 12 PRO MAX,4599.0,MARACANAÚ LUZARDO VIANA,2020.0
IPHONE 12 PRO MAX,4599.0,MARACANAÚ LUZARDO VIANA,2020.0
IPHONE 12 PRO MAX,4599.0,MARACANAÚ CENTRO,2020.0
IPHONE 12 PRO MAX,4599.0,CAUCAIA PACHECO,2020.0
IPHONE 12 PRO MAX,4599.0,MARACANAÚ CENTRO,2020.0
IPHONE 13,4600.0,FORTALEZA CIDADE 2000,2021.0
IPHONE 14,4600.0,FORTALEZA MARAPONGA,2022.0
IPHONE 13 PRO,4700.0,FORTALEZA ALDEOTA,2021.0
IPHONE 13,4700.0,FORTALEZA PIRAMBU,2021.0
IPHONE 12 PRO MAX,4800.0,FORTALEZA GRANJA LISBOA,2020.0
IPHONE 13,4800.0,FORTALEZA VICENTE PINZON,2021.0
IPHONE 13 PRO,4800.0,FORTALEZA ELLERY,2021.0
IPHONE 12 PRO MAX,4899.0,FORTALEZA DIONISIO TORRES,2020.0
IPHONE 12 PRO MAX,4999.0,FORTALEZA PARANGABA,2020.0
IPHONE 12 PRO MAX,5000.0,FORTALEZA ANTÔNIO BEZERRA,2020.0
IPHONE 12 PRO MAX,5000.0,ACARAPE,2020.0
IPHONE XS MAX,5000.0,CAUCAIA SÃO MIGUEL (JUREMA),2018.0
IPHONE 13 PRO MAX,5000.0,FORTALEZA PADRE ANDRADE,2021.0
IPHONE 13,5000.0,FORTALEZA ALDEOTA,2021.0
IPHONE 13 PRO MAX,5000.0,FORTALEZA MEIRELES,2021.0
IPHONE 13,5000.0,FORTALEZA HENRIQUE JORGE,2021.0
IPHONE 13 PRO MAX,5100.0,FORTALEZA MESSEJANA,2021.0
IPHONE 12 PRO MAX,5100.0,FORTALEZA CONJUNTO CEARÁ II,2020.0
IPHONE 13 PRO MAX,5100.0,FORTALEZA FLORESTA,2021.0
IPHONE 13 PRO,5100.0,FORTALEZA FÁTIMA,2021.0
IPHONE 13 PRO MAX,5100.0,FORTALEZA CONJUNTO CEARÁ II,2021.0
IPHONE 13,5150.0,PACATUBA SENADOR CARLOS JEREISSATI,2021.0
IPHONE 13 PRO MAX,5150.0,FORTALEZA PADRE ANDRADE,2021.0
IPHONE 13 PRO MAX,5150.0,FORTALEZA PASSARÉ,2021.0
IPHONE 13 PRO,5199.0,FORTALEZA COCÓ,2021.0
IPHONE 13 PRO,5199.0,FORTALEZA COCÓ,2021.0
IPHONE 13 PRO MAX,5200.0,FORTALEZA COCÓ,2021.0
IPHONE 14 MINI,5250.0,FORTALEZA ALDEOTA,2022.0
IPHONE 13 PRO,5299.0,FORTALEZA EDSON QUEIROZ,2021.0
IPHONE 13 PRO,5299.0,CAUCAIA PARQUE GUADALAJARA (JUREMA),2021.0
IPHONE 13 PRO MAX,5300.0,FORTALEZA FLORESTA,2021.0
IPHONE 13 PRO MAX,5499.0,FORTALEZA MEIRELES,2021.0
IPHONE 13 PRO MAX,5499.0,FORTALEZA MEIRELES,2021.0
IPHONE 13 PRO MAX,5500.0,FORTALEZA VARJOTA,2021.0
IPHONE 13 PRO MAX,5500.0,FORTALEZA JÓQUEI CLUBE,2021.0
IPHONE 13 PRO MAX,5500.0,FORTALEZA MEIRELES,2021.0
IPHONE 13 PRO MAX,5500.0,FORTALEZA RODOLFO TEÓFILO,2021.0
IPHONE 13 PRO,5500.0,FORTALEZA ENGENHEIRO LUCIANO CAVALCANTE,2021.0
IPHONE 13 PRO MAX,5500.0,FORTALEZA CAIS DO PORTO,2021.0
IPHONE 13,5500.0,FORTALEZA MEIRELES,2021.0
IPHONE 13 PRO MAX,5599.0,FORTALEZA PAPICU,2021.0
IPHONE 13 PRO MAX,5600.0,CAUCAIA PLANALTO CAUCAIA,2021.0
IPHONE 12 PRO MAX,5600.0,FORTALEZA DENDÊ,2020.0
IPHONE 13 PRO MAX,5600.0,FORTALEZA CONJUNTO PALMEIRAS,2021.0
IPHONE 13 PRO MAX,5699.0,FORTALEZA PAPICU,2021.0
IPHONE 13 PRO MAX,5699.0,FORTALEZA MEIRELES,2021.0
IPHONE 13 PRO,5700.0,FORTALEZA JOSÉ BONIFÁCIO,2021.0
IPHONE 14 PRO,5700.0,FORTALEZA ENGENHEIRO LUCIANO CAVALCANTE,2022.0
IPHONE 12 PRO MAX,5750.0,FORTALEZA PARANGABA,2020.0
IPHONE 13 PRO MAX,5799.0,FORTALEZA EDSON QUEIROZ,2021.0
IPHONE 13 PRO MAX,5800.0,MARANGUAPE GUABIRABA,2021.0
IPHONE 13 PRO MAX,5800.0,FORTALEZA JACARECANGA,2021.0
IPHONE 13 PRO MAX,5800.0,FORTALEZA ALDEOTA,2021.0
IPHONE 13 PRO MAX,5800.0,FORTALEZA AEROLÂNDIA,2021.0
IPHONE 13 PRO MAX,5800.0,FORTALEZA RODOLFO TEÓFILO,2021.0
IPHONE 13 PRO,5800.0,CAUCAIA CUMBUCO,2021.0
IPHONE 13 PRO MAX,5800.0,FORTALEZA VILA VELHA,2021.0
IPHONE 13 PRO MAX,5850.0,FORTALEZA MESSEJANA,2021.0
IPHONE 13 PRO,5850.0,EUSÉBIO COAÇU,2021.0
IPHONE 13 PRO MAX,5890.0,FORTALEZA MEIRELES,2021.0
IPHONE 14 PRO,5890.0,FORTALEZA DE LOURDES,2022.0
IPHONE 13 PRO MAX,5950.0,FORTALEZA ALDEOTA,2021.0
IPHONE 13 PRO MAX,5950.0,FORTALEZA CIDADE 2000,2021.0
IPHONE 12 PRO MAX,5999.0,FORTALEZA JOSÉ BONIFÁCIO,2020.0
IPHONE 13 PRO MAX,5999.0,FORTALEZA JOAQUIM TÁVORA,2021.0
IPHONE 13 PRO MAX,6000.0,FORTALEZA VARJOTA,2021.0
IPHONE 13 PRO MAX,6000.0,FORTALEZA JÓQUEI CLUBE,2021.0
IPHONE 12 PRO MAX,6000.0,FORTALEZA EDSON QUEIROZ,2020.0
IPHONE 13 PRO MAX,6000.0,FORTALEZA RODOLFO TEÓFILO,2021.0
IPHONE 13 PRO,6000.0,MARACANAÚ TIMBÓ,2021.0
IPHONE 13 PRO MAX,6200.0,FORTALEZA ANTÔNIO BEZERRA,2021.0
IPHONE 13 PRO MAX,6250.0,FORTALEZA MEIRELES,2021.0
IPHONE 13 PRO MAX,6290.0,FORTALEZA ALDEOTA,2021.0
IPHONE 14 PRO,6299.0,FORTALEZA TAUAPE,2022.0
IPHONE 14 PRO,6299.0,FORTALEZA TAUAPE,2022.0
IPHONE 14 PRO MAX,6450.0,MARACANAÚ NOVO MARACANAÚ,2022.0
IPHONE 14 PRO,6499.0,CAUCAIA TABAPUÁ,2022.0
IPHONE 14 PRO MAX,6499.0,FORTALEZA PAPICU,2022.0
IPHONE 13 PRO MAX,6500.0,FORTALEZA TAUAPE,2021.0
IPHONE 13 PRO MAX,6500.0,FORTALEZA DIONISIO TORRES,2021.0
IPHONE 13 PRO MAX,6800.0,FORTALEZA COCÓ,2021.0
IPHONE 14 PRO MAX,6900.0,FORTALEZA MARAPONGA,2022.0
IPHONE 14 PRO MAX,6999.0,MARANGUAPE CENTRO,2022.0
IPHONE 14 PRO MAX,7190.0,FORTALEZA ITAPERI,2022.0
IPHONE 14 PRO MAX,7200.0,FORTALEZA SAPIRANGA-COITÉ,2022.0
IPHONE 14 PRO MAX,7399.0,FORTALEZA MEIRELES,2022.0
IPHONE 13 PRO MAX,7500.0,FORTALEZA PARQUE PRESIDENTE VARGAS,2021.0
IPHONE 14 PRO MAX,7500.0,FORTALEZA MANOEL SÁTIRO,2022.0
IPHONE 14 PRO MAX,7500.0,FORTALEZA MUCURIPE,2022.0
IPHONE 13 PRO,7500.0,MARACANAÚ PAJUÇARA,2021.0
