Modelo,Valor,Local
8 PLUS,1450.0,FORTALEZA QUINTINO CUNHA
X,1450.0,FORTALEZA GENIBAÚ
8 PLUS,1450.0,FORTALEZA JARDIM IRACEMA
8 PLUS,1450.0,CAUCAIA GRILO
8 PLUS,1450.0,FORTALEZA PARQUE PRESIDENTE VARGAS
X,1450.0,FORTALEZA JACARECANGA
X,1450.0,FORTALEZA BARRA DO CEARÁ
8 PLUS,1450.0,FORTALEZA SAPIRANGA-COITÉ
8 PLUS,1450.0,FORTALEZA BELA VISTA
X,1450.0,FORTALEZA PARQUE SÃO JOSÉ
8 PLUS,1499.0,FORTALEZA JOSÉ DE ALENCAR
8 PLUS,1499.0,FORTALEZA PARANGABA
X,1500.0,FORTALEZA PICI
X,1500.0,MARACANAÚ JEREISSATI II
X,1500.0,FORTALEZA PARQUE MANIBURA
X,1500.0,FORTALEZA FLORESTA
XS,1500.0,FORTALEZA PAPICU
11,1500.0,EUSÉBIO
X,1500.0,FORTALEZA MONDUBIM
XS,1500.0,FORTALEZA PRES KENNEDY
SE,1500.0,CAUCAIA PARQUE ALBANO (JUREMA)
X,1500.0,FORTALEZA NOVO MONDUBIM
X,1500.0,FORTALEZA GENIBAÚ
8 PLUS,1500.0,FORTALEZA ANTÔNIO BEZERRA
8 PLUS,1500.0,FORTALEZA PAUPINA
X,1500.0,FORTALEZA EDSON QUEIROZ
X,1500.0,EUSÉBIO PRECABURA
X,1500.0,FORTALEZA PICI
X,1500.0,FORTALEZA PRESIDENTE KENNEDY
X,1500.0,FORTALEZA ITAPERI
XR,1500.0,PACATUBA SENADOR CARLOS JEREISSATI
SE,1500.0,FORTALEZA PARQUELÂNDIA
X,1500.0,FORTALEZA MARAPONGA
8 PLUS,1500.0,FORTALEZA JARDIM GUANABARA
X,1500.0,FORTALEZA ALTO DA BALANÇA
8 PLUS,1500.0,FORTALEZA BOM JARDIM
X,1500.0,EUSÉBIO PRECABURA
8 PLUS,1500.0,FORTALEZA CIDADE DOS FUNCIONÁRIOS
8 PLUS,1500.0,FORTALEZA MEIRELES
8 PLUS,1500.0,FORTALEZA ANTÔNIO BEZERRA
X,1500.0,FORTALEZA SAPIRANGA-COITÉ
8 PLUS,1500.0,FORTALEZA MANOEL SÁTIRO
SE,1500.0,FORTALEZA PREF JOSÉ WALTER
8 PLUS,1500.0,FORTALEZA GRANJA LISBOA
8 PLUS,1500.0,FORTALEZA OLAVO OLIVEIRA
8 PLUS,1500.0,MARANGUAPE NOVO MARANGUAPE I
X,1500.0,FORTALEZA MANOEL SÁTIRO
SE,1500.0,FORTALEZA FÁTIMA
X,1500.0,FORTALEZA PARQUE IRACEMA
X,1500.0,FORTALEZA DAMAS
X,1500.0,FORTALEZA VILA UNIÃO
8 PLUS,1500.0,FORTALEZA MESSEJANA
8 PLUS,1500.0,MARACANAÚ PAJUÇARA
X,1500.0,EUSÉBIO
X,1500.0,FORTALEZA MANOEL SÁTIRO
X,1530.0,FORTALEZA ALDEOTA
X,1550.0,FORTALEZA GUARARAPES
XS,1550.0,FORTALEZA MONDUBIM
X,1550.0,FORTALEZA EDSON QUEIROZ
X,1550.0,FORTALEZA JARDIM IRACEMA
X,1550.0,FORTALEZA GRANJA LISBOA
8 PLUS,1550.0,FORTALEZA ÁLVARO WEYNE
XS,1550.0,FORTALEZA DAMAS
X,1550.0,CAUCAIA ARIANÓPOLIS (JUREMA)
X,1550.0,FORTALEZA JANGURUSSU
7,1550.0,CAUCAIA AÇUDE
8 PLUS,1580.0,PACATUBA PAVUNA
XR,1599.0,FORTALEZA PREFEITO JOSÉ WALTER
X,1599.0,FORTALEZA PIRAMBU
8 PLUS,1599.0,FORTALEZA SALINAS
X,1599.0,FORTALEZA BELA VISTA
X,1599.0,PACAJUS
XS,1599.0,FORTALEZA MONDUBIM
XR,1599.0,FORTALEZA COCÓ
8 PLUS,1599.0,MARACANAÚ CENTRO
8 PLUS,1600.0,FORTALEZA PREFEITO JOSÉ WALTER
11,1600.0,FORTALEZA PARANGABA
X,1600.0,FORTALEZA BARRA DO CEARÁ
8 PLUS,1600.0,FORTALEZA ANCURI
X,1600.0,FORTALEZA COAÇU
X,1600.0,FORTALEZA PAUPINA
X,1600.0,FORTALEZA PIRAMBU
8 PLUS,1600.0,MARACANAÚ TIMBÓ
X,1600.0,FORTALEZA CENTRO
X,1600.0,FORTALEZA RODOLFO TEÓFILO
8 PLUS,1600.0,ITAITINGA
8 PLUS,1600.0,PINDORETAMA
X,1600.0,FORTALEZA JARDIM GUANABARA
X,1600.0,FORTALEZA FÁTIMA
X,1600.0,FORTALEZA MONDUBIM
X,1600.0,FORTALEZA PLANALTO AYRTON SENNA
XR,1600.0,FORTALEZA FARIAS BRITO
X,1600.0,FORTALEZA PARQUE IRACEMA
X,1600.0,FORTALEZA PAUPINA
XS MAX,1600.0,FORTALEZA VILA VELHA
X,1600.0,FORTALEZA JÓQUEI CLUBE
XS,1600.0,FORTALEZA JACARECANGA
8 PLUS,1600.0,FORTALEZA ENGENHEIRO LUCIANO CAVALCANTE
8 PLUS,1600.0,EUSÉBIO CENTRO
8 PLUS,1600.0,FORTALEZA CONJUNTO CEARÁ II
X,1600.0,FORTALEZA PARQUE IRACEMA
XR,1600.0,FORTALEZA PICI
X,1600.0,FORTALEZA PARQUE IRACEMA
X,1600.0,FORTALEZA PARANGABA
XS,1600.0,FORTALEZA MESSEJANA
XR,1600.0,FORTALEZA CANINDEZINHO
SE,1600.0,FORTALEZA JANGURUSSU
XS MAX,1600.0,FORTALEZA JOSÉ DE ALENCAR
X,1600.0,FORTALEZA AEROLÂNDIA
XS MAX,1600.0,FORTALEZA MONTESE
8 PLUS,1649.0,MARACANAÚ CENTRO
8 PLUS,1649.0,MARACANAÚ CENTRO
8 PLUS,1649.0,MARACANAÚ CENTRO
XS,1649.0,FORTALEZA CENTRO
8 PLUS,1649.0,MARACANAÚ CENTRO
X,1650.0,FORTALEZA MONDUBIM
8 PLUS,1650.0,FORTALEZA ELLERY
XS MAX,1650.0,FORTALEZA JARDIM DAS OLIVEIRAS
XS,1650.0,FORTALEZA PARANGABA
X,1650.0,MARACANAÚ MUCUNÃ
XS,1650.0,FORTALEZA PARANGABA
XS,1650.0,FORTALEZA PARANGABA
X,1650.0,FORTALEZA PRESIDENTE KENNEDY
8 PLUS,1650.0,FORTALEZA QUINTINO CUNHA
X,1650.0,FORTALEZA GENIBAÚ
X,1650.0,FORTALEZA PARANGABA
SE,1699.0,FORTALEZA JOSÉ BONIFÁCIO
X,1699.0,FORTALEZA EDSON QUEIROZ
XS,1700.0,FORTALEZA PLANALTO AYRTON SENNA
X,1700.0,PACATUBA SENADOR CARLOS JEREISSATI
X,1700.0,CAUCAIA PARQUE POTIRA (JUREMA)
X,1700.0,FORTALEZA BOM JARDIM
X,1700.0,FORTALEZA ALDEOTA
XR,1700.0,FORTALEZA SIQUEIRA
X,1700.0,FORTALEZA COAÇU
XS,1700.0,FORTALEZA QUINTINO CUNHA
X,1700.0,CAUCAIA PLANALTO CAUCAIA
X,1700.0,CAUCAIA PARQUE DAS NAÇÕES (JUREMA)
X,1700.0,MARACANAÚ JEREISSATI I
X,1700.0,CAUCAIA PARQUE DAS NAÇÕES (JUREMA)
X,1700.0,FORTALEZA COAÇU
X,1700.0,PACATUBA SENADOR CARLOS JEREISSATI
X,1700.0,FORTALEZA DAMAS
X,1700.0,FORTALEZA FÁTIMA
XS MAX,1700.0,FORTALEZA CAJAZEIRAS
8 PLUS,1700.0,FORTALEZA SIQUEIRA
X,1700.0,PACATUBA SENADOR CARLOS JEREISSATI
X,1700.0,FORTALEZA JOAQUIM TÁVORA
8 PLUS,1700.0,MARACANAÚ INDUSTRIAL
8 PLUS,1700.0,FORTALEZA HENRIQUE JORGE
X,1700.0,FORTALEZA ALDEOTA
XR,1700.0,FORTALEZA BARROSO
X,1700.0,FORTALEZA SAPIRANGA-COITÉ
X,1750.0,FORTALEZA VICENTE PINZON
8 PLUS,1750.0,PACATUBA SENADOR CARLOS JEREISSATI
X,1750.0,FORTALEZA SERRINHA
X,1750.0,CAUCAIA ITAMBÉ
X,1750.0,FORTALEZA ENGENHEIRO LUCIANO CAVALCANTE
X,1750.0,FORTALEZA MEIRELES
8 PLUS,1750.0,FORTALEZA JANGURUSSU
X,1750.0,FORTALEZA BOM FUTURO
8 PLUS,1750.0,FORTALEZA BARRA DO CEARÁ
X,1790.0,MARACANAÚ NOVO ORIENTE
11,1799.0,FORTALEZA ÁLVARO WEYNE
8 PLUS,1800.0,FORTALEZA MARAPONGA
11,1800.0,MARACANAÚ CENTRO
11,1800.0,FORTALEZA JANGURUSSU
11,1800.0,FORTALEZA DIONISIO TORRES
X,1800.0,FORTALEZA PARQUE SANTA MARIA
X,1800.0,FORTALEZA TAUAPE
XS MAX,1800.0,FORTALEZA BARRA DO CEARÁ
X,1800.0,FORTALEZA PREFEITO JOSÉ WALTER
X,1800.0,FORTALEZA BARRA DO CEARÁ
X,1800.0,FORTALEZA QUINTINO CUNHA
X,1800.0,FORTALEZA BOM JARDIM
11 PRO MAX,1800.0,FORTALEZA PARQUE PRESIDENTE VARGAS
X,1800.0,HORIZONTE CENTRO
11,1800.0,FORTALEZA MONTE CASTELO
8 PLUS,1800.0,FORTALEZA ALDEOTA
X,1800.0,FORTALEZA BELA VISTA
X,1800.0,FORTALEZA MESSEJANA
X,1800.0,FORTALEZA JANGURUSSU
X,1800.0,FORTALEZA JARDIM IRACEMA
X,1800.0,SÃO GONÇALO DO AMARANTE
X,1800.0,FORTALEZA QUINTINO CUNHA
X,1800.0,MARACANAÚ ALTO ALEGRE I
11,1800.0,FORTALEZA ANCURI
12 MINI,1800.0,FORTALEZA FLORESTA
X,1800.0,AQUIRAZ
11,1800.0,FORTALEZA ALDEOTA
11,1800.0,FORTALEZA CENTRO
X,1800.0,FORTALEZA ELLERY
X,1800.0,FORTALEZA CAJAZEIRAS
X,1800.0,FORTALEZA VILA PERI
XS MAX,1800.0,FORTALEZA FARIAS BRITO
XR,1800.0,FORTALEZA MONDUBIM
X,1800.0,FORTALEZA JOSÉ DE ALENCAR
XS MAX,1800.0,FORTALEZA COCÓ
XR,1800.0,FORTALEZA CARLITO PAMPLONA
X,1800.0,FORTALEZA DENDÊ
X,1850.0,FORTALEZA JOÃO XXIII
XR,1850.0,CAUCAIA PLANALTO CAUCAIA
X,1850.0,FORTALEZA VICENTE PINZON
XR,1850.0,FORTALEZA JARDIM AMÉRICA
X,1850.0,FORTALEZA JOÃO XXIII
XS MAX,1850.0,FORTALEZA TAUAPE
X,1850.0,FORTALEZA CIDADE 2000
X,1850.0,FORTALEZA ELLERY
XR,1850.0,FORTALEZA ENGENHEIRO LUCIANO CAVALCANTE
11,1850.0,FORTALEZA CENTRO
X,1850.0,FORTALEZA MONDUBIM
11,1850.0,FORTALEZA GRANJA LISBOA
XR,1850.0,FORTALEZA VILA VELHA
11,1850.0,FORTALEZA GRANJA LISBOA
XS MAX,1850.0,FORTALEZA MEIRELES
11,1850.0,FORTALEZA GRANJA LISBOA
X,1850.0,FORTALEZA QUINTINO CUNHA
11,1850.0,FORTALEZA GRANJA LISBOA
XR,1850.0,FORTALEZA JOÃO XXIII
X,1850.0,FORTALEZA NOVO MONDUBIM
X,1850.0,FORTALEZA RODOLFO TEÓFILO
XR,1899.0,MARACANAÚ CENTRO
X,1899.0,FORTALEZA JARDIM DAS OLIVEIRAS
11,1899.0,FORTALEZA AEROLÂNDIA
X,1899.0,FORTALEZA AEROPORTO
XR,1899.0,MARACANAÚ CENTRO
X,1900.0,FORTALEZA PARANGABA
11,1900.0,CAUCAIA PARQUE GUADALAJARA (JUREMA)
XS,1900.0,FORTALEZA CENTRO
11,1900.0,FORTALEZA FÁTIMA
11,1900.0,FORTALEZA ITAPERI
XS MAX,1900.0,FORTALEZA TAUAPE
XR,1900.0,FORTALEZA CIDADE DOS FUNCIONÁRIOS
XS MAX,1900.0,FORTALEZA MOURA BRASIL
11,1900.0,FORTALEZA PRES KENNEDY
11,1900.0,FORTALEZA VILA VELHA
X,1900.0,FORTALEZA BELA VISTA
X,1900.0,FORTALEZA NOVO MONDUBIM
11,1900.0,EUSÉBIO CENTRO
11 PRO,1900.0,FORTALEZA HENRIQUE JORGE
11,1900.0,FORTALEZA MONDUBIM
11,1900.0,FORTALEZA CAIS DO PORTO
X,1900.0,FORTALEZA HENRIQUE JORGE
X,1900.0,AQUIRAZ
XS,1900.0,FORTALEZA VILA VELHA
X,1900.0,FORTALEZA COCÓ
X,1900.0,FORTALEZA DENDÊ
11,1900.0,FORTALEZA VILA UNIÃO
X,1900.0,FORTALEZA MESSEJANA
11,1900.0,FORTALEZA JANGURUSSU
XS,1900.0,FORTALEZA CIDADE DOS FUNCIONÁRIOS
11,1920.0,FORTALEZA ANTÔNIO BEZERRA
XR,1949.0,MARACANAÚ CENTRO
XR,1949.0,MARACANAÚ CENTRO
XR,1949.0,MARACANAÚ CENTRO
X,1950.0,FORTALEZA COCÓ
X,1950.0,FORTALEZA PLANALTO AYRTON SENNA
8 PLUS,1950.0,FORTALEZA VICENTE PINZON
XS,1950.0,FORTALEZA JARDIM CEARENSE
X,1950.0,FORTALEZA MEIRELES
X,1990.0,PACATUBA SENADOR CARLOS JEREISSATI
11,1990.0,FORTALEZA MONDUBIM
11,1999.0,FORTALEZA CENTRO
XS MAX,1999.0,FORTALEZA FÁTIMA
11,1999.0,FORTALEZA MEIRELES
11,1999.0,AQUIRAZ
11,2000.0,FORTALEZA PASSARÉ
X,2000.0,FORTALEZA SÃO GERARDO
11 PRO,2000.0,FORTALEZA NOVO MONDUBIM
11,2000.0,FORTALEZA VARJOTA
XR,2000.0,FORTALEZA CIDADE DOS FUNCIONÁRIOS
XS MAX,2000.0,FORTALEZA ALDEOTA
11,2000.0,FORTALEZA PREFEITO JOSÉ WALTER
X,2000.0,MARACANAÚ INDUSTRIAL
11,2000.0,FORTALEZA MEIRELES
XR,2000.0,FORTALEZA CENTRO
XS,2000.0,FORTALEZA PARANGABA
X,2000.0,FORTALEZA CANINDEZINHO
X,2000.0,FORTALEZA GRANJA PORTUGAL
XR,2000.0,FORTALEZA MEIRELES
XR,2000.0,FORTALEZA PEDRAS
X,2000.0,FORTALEZA DE LOURDES
X,2000.0,FORTALEZA OLAVO OLIVEIRA
11,2000.0,MARANGUAPE SAPUPARA
11,2000.0,FORTALEZA PAPICU
11,2000.0,CAUCAIA PARQUE POTIRA (JUREMA)
11,2000.0,FORTALEZA MESSEJANA
11,2000.0,FORTALEZA MEIRELES
X,2000.0,FORTALEZA VICENTE PINZON
8 PLUS,2000.0,FORTALEZA PARQUE DOIS IRMÃOS
X,2000.0,FORTALEZA JANGURUSSU
X,2000.0,MARACANAÚ CENTRO
X,2000.0,FORTALEZA DAMAS
11,2000.0,FORTALEZA DIONISIO TORRES
11,2000.0,PACATUBA SÃO JOSÉ
X,2000.0,FORTALEZA JARDIM IRACEMA
11,2000.0,PENTECOSTE
XS MAX,2000.0,CAUCAIA SÃO MIGUEL (JUREMA)
XS MAX,2000.0,FORTALEZA ANTÔNIO BEZERRA
11,2000.0,FORTALEZA BARRA DO CEARÁ
X,2000.0,FORTALEZA NOVO MONDUBIM
X,2000.0,FORTALEZA CAJAZEIRAS
X,2000.0,FORTALEZA NOVO MONDUBIM
11,2000.0,FORTALEZA BARRA DO CEARÁ
11,2000.0,FORTALEZA CONJUNTO CEARÁ II
X,2000.0,FORTALEZA DE LOURDES
XR,2000.0,FORTALEZA CONJUNTO CEARÁ I
X,2000.0,FORTALEZA JOAQUIM TÁVORA
SE,2000.0,FORTALEZA FARIAS BRITO
8 PLUS,2000.0,CAUCAIA PARQUE POTIRA (JUREMA)
11,2000.0,FORTALEZA CONJUNTO ESPERANÇA
11 PRO,2000.0,FORTALEZA CONJUNTO CEARÁ II
11,2000.0,FORTALEZA BARRA DO CEARÁ
11,2050.0,FORTALEZA VILA VELHA
11,2099.0,MARACANAÚ DISTRITO IND III
11 PRO,2100.0,CAUCAIA NOVA METRÓPOLE (JUREMA)
11,2100.0,CAUCAIA NOVA METRÓPOLE (JUREMA)
11,2100.0,FORTALEZA PARQUE ARAXÁ
11,2100.0,FORTALEZA DIONISIO TORRES
11,2100.0,FORTALEZA PRESIDENTE KENNEDY
XS MAX,2100.0,FORTALEZA MANUEL DIAS BRANCO
11,2100.0,FORTALEZA PAPICU
X,2100.0,FORTALEZA RODOLFO TEÓFILO
X,2100.0,FORTALEZA CAJAZEIRAS
11,2100.0,FORTALEZA PREFEITO JOSÉ WALTER
X,2100.0,FORTALEZA DAMAS
11,2100.0,FORTALEZA JANGURUSSU
11,2100.0,MARACANAÚ JARDIM BANDEIRANTES
8 PLUS,2100.0,FORTALEZA CARLITO PAMPLONA
11,2100.0,FORTALEZA PAPICU
11,2100.0,FORTALEZA CENTRO
X,2100.0,FORTALEZA ALDEOTA
11,2100.0,FORTALEZA BOM JARDIM
XS MAX,2100.0,FORTALEZA NOVO MONDUBIM
11,2100.0,FORTALEZA JOSÉ BONIFÁCIO
XS MAX,2100.0,FORTALEZA JANGURUSSU
X,2100.0,MARACANAÚ ALTO ALEGRE II
11,2100.0,FORTALEZA MONTESE
X PRO MAX ,2100.0,FORTALEZA SERRINHA
11,2100.0,PINDORETAMA
11,2100.0,MARACANAÚ NOVO MARACANAÚ
11,2100.0,FORTALEZA VILA UNIÃO
11,2100.0,MARACANAÚ ALTO ALEGRE II
11,2100.0,FORTALEZA MEIRELES
11,2100.0,FORTALEZA CIDADE 2000
11,2100.0,FORTALEZA MONTESE
11,2100.0,FORTALEZA CONJUNTO CEARÁ II
11,2100.0,FORTALEZA PEDRAS
X,2100.0,CAUCAIA JARDIM ICARAÍ
11,2100.0,FORTALEZA CENTRO
11,2100.0,FORTALEZA TAUAPE
X,2100.0,FORTALEZA ANTÔNIO BEZERRA
11,2150.0,PACATUBA SENADOR CARLOS JEREISSATI
11,2150.0,FORTALEZA PASSARÉ
11,2150.0,FORTALEZA LAGOA REDONDA
X,2150.0,CAUCAIA
11,2199.0,FORTALEZA ALDEOTA
11,2199.0,CAUCAIA MARECHAL RONDON (JUREMA)
11,2200.0,FORTALEZA SÃO GERARDO
11,2200.0,FORTALEZA SAPIRANGA-COITÉ
11,2200.0,FORTALEZA ITAPERI
11,2200.0,FORTALEZA RODOLFO TEÓFILO
11,2200.0,FORTALEZA ALDEOTA
11,2200.0,FORTALEZA BARRA DO CEARÁ
11,2200.0,FORTALEZA ENGENHEIRO LUCIANO CAVALCANTE
11,2200.0,FORTALEZA VILA PERI
11,2200.0,FORTALEZA JARDIM CEARENSE
11,2200.0,CAUCAIA ICARAÍ
11,2200.0,FORTALEZA PLANALTO AYRTON SENNA
11,2200.0,FORTALEZA JARDIM GUANABARA
XS MAX,2200.0,FORTALEZA EDSON QUEIROZ
11,2200.0,FORTALEZA PAUPINA
11,2200.0,FORTALEZA CRISTO REDENTOR
XS MAX,2200.0,FORTALEZA CENTRO
11,2200.0,FORTALEZA CIDADE 2000
XS MAX,2200.0,FORTALEZA QUINTINO CUNHA
11,2200.0,FORTALEZA JOAQUIM TÁVORA
XS MAX,2200.0,FORTALEZA PAPICU
XR,2200.0,FORTALEZA PARQUE MANIBURA
X,2200.0,FORTALEZA BARRA DO CEARÁ
XS MAX,2200.0,FORTALEZA JARDIM DAS OLIVEIRAS
11,2200.0,FORTALEZA PARQUE IRACEMA
11,2200.0,FORTALEZA PAUPINA
11,2200.0,FORTALEZA LAGOA REDONDA
11,2200.0,CAUCAIA PLANALTO CAUCAIA
11,2200.0,FORTALEZA CAMBEBA
11,2200.0,FORTALEZA BARRA DO CEARÁ
XS MAX,2200.0,FORTALEZA BOM JARDIM
11,2200.0,FORTALEZA PARANGABA
XS MAX,2200.0,FORTALEZA MONDUBIM
11,2200.0,FORTALEZA PARQUE SANTA ROSA
8 PLUS,2200.0,CAUCAIA PARQUE POTIRA (JUREMA)
11,2200.0,FORTALEZA PANAMERICANO
11,2200.0,FORTALEZA VILA VELHA
11,2200.0,FORTALEZA MONDUBIM
11,2250.0,CAUCAIA PACHECO
11,2250.0,CAUCAIA CURICACA
11,2250.0,FORTALEZA ENGENHEIRO LUCIANO CAVALCANTE
11,2250.0,MARANGUAPE NOVO MARANGUAPE I
11,2250.0,FORTALEZA LAGOA REDONDA
11,2250.0,FORTALEZA ELLERY
11,2250.0,FORTALEZA HENRIQUE JORGE
11,2250.0,CAUCAIA ARATURI (JUREMA)
11,2299.0,FORTALEZA PASSARÉ
11,2299.0,FORTALEZA PASSARÉ
11,2300.0,MARACANAÚ ALTO ALEGRE II
11,2300.0,FORTALEZA CONJUNTO CEARÁ II
XS,2300.0,PACATUBA SENADOR CARLOS JEREISSATI
11,2300.0,FORTALEZA CENTRO
11,2300.0,FORTALEZA CENTRO
XS,2300.0,PACATUBA SENADOR CARLOS JEREISSATI
SE,2300.0,FORTALEZA EDSON QUEIROZ
11,2300.0,FORTALEZA EDSON QUEIROZ
XS MAX,2300.0,FORTALEZA ALDEOTA
11,2300.0,MARACANAÚ PAJUÇARA
11,2300.0,FORTALEZA CENTRO
11,2300.0,FORTALEZA JANGURUSSU
11,2300.0,FORTALEZA AMADEU FURTADO
11,2300.0,FORTALEZA VICENTE PINZON
11,2300.0,MARANGUAPE OUTRA BANDA
X,2300.0,FORTALEZA MONDUBIM
11,2300.0,FORTALEZA BELA VISTA
X,2300.0,FORTALEZA LAGOA REDONDA
11,2300.0,FORTALEZA MANOEL SÁTIRO
11,2300.0,FORTALEZA PASSARÉ
11,2350.0,FORTALEZA RODOLFO TEÓFILO
11,2350.0,FORTALEZA MESSEJANA
12,2350.0,FORTALEZA PASSARÉ
11,2350.0,FORTALEZA NOVO MONDUBIM
12 MINI,2350.0,FORTALEZA FÁTIMA
12 MINI,2350.0,FORTALEZA FÁTIMA
11,2390.0,FORTALEZA PAPICU
12 MINI,2390.0,FORTALEZA BELA VISTA
11,2399.0,MARACANAÚ CENTRO
11,2399.0,FORTALEZA PARQUE SÃO JOSÉ
11,2399.0,MARACANAÚ CENTRO
11,2400.0,FORTALEZA NOVO MONDUBIM
11,2400.0,FORTALEZA PARQUELÂNDIA
11,2400.0,PACAJUS
11,2400.0,FORTALEZA MUCURIPE
11,2400.0,CAUCAIA PARQUE GUADALAJARA (JUREMA)
X,2400.0,FORTALEZA PAPICU
11 PRO,2400.0,FORTALEZA DIONISIO TORRES
11,2400.0,FORTALEZA BONSUCESSO
11,2400.0,FORTALEZA BARRA DO CEARÁ
11,2400.0,FORTALEZA PARREÃO
11,2400.0,FORTALEZA ANTÔNIO BEZERRA
11,2400.0,FORTALEZA PARQUELÂNDIA
11,2400.0,FORTALEZA DENDÊ
11,2400.0,FORTALEZA BONSUCESSO
XS MAX,2400.0,FORTALEZA MONTE CASTELO
11,2400.0,FORTALEZA FÁTIMA
11,2400.0,FORTALEZA PLANALTO AYRTON SENNA
11,2400.0,CAUCAIA PARQUE GUADALAJARA (JUREMA)
11,2449.0,FORTALEZA CENTRO
11,2450.0,CAUCAIA TABUBA
11,2450.0,FORTALEZA PASSARÉ
11,2450.0,MARACANAÚ INDUSTRIAL
11,2450.0,EUSÉBIO CENTRO
11,2450.0,MARANGUAPE NOVO MARANGUAPE I
11,2450.0,FORTALEZA DAMAS
X,2490.0,FORTALEZA FÁTIMA
11,2499.0,MARACANAÚ CENTRO
11,2499.0,EUSÉBIO TAMATANDUBA
11,2499.0,FORTALEZA MARAPONGA
11,2499.0,FORTALEZA PASSARÉ
11,2499.0,FORTALEZA SÃO GERARDO
11,2499.0,FORTALEZA COCÓ
11,2499.0,FORTALEZA ITAPERI
11,2500.0,MARACANAÚ JARDIM BANDEIRANTES
11,2500.0,FORTALEZA MESSEJANA
11 PRO MAX,2500.0,EUSÉBIO LAGOINHA
12 MINI,2500.0,FORTALEZA MONDUBIM
11,2500.0,FORTALEZA MEIRELES
11,2500.0,FORTALEZA JARDIM IRACEMA
11,2500.0,FORTALEZA MEIRELES
11,2500.0,PACATUBA PAVUNA
11,2500.0,FORTALEZA BELA VISTA
11,2500.0,FORTALEZA PARQUE MANIBURA
11,2500.0,FORTALEZA MEIRELES
11,2500.0,FORTALEZA CRISTO REDENTOR
11,2500.0,CAUCAIA TABAPUÁ
12 MINI,2500.0,FORTALEZA BOM JARDIM
11,2500.0,FORTALEZA JOÃO XXIII
11,2500.0,FORTALEZA RODOLFO TEÓFILO
11,2500.0,FORTALEZA SAPIRANGA-COITÉ
11,2500.0,MARACANAÚ NOVO MARACANAÚ
11,2500.0,FORTALEZA CARLITO PAMPLONA
12,2500.0,FORTALEZA COCÓ
11,2500.0,FORTALEZA CIDADE 2000
11,2500.0,FORTALEZA RODOLFO TEÓFILO
11,2500.0,FORTALEZA MESSEJANA
11,2500.0,FORTALEZA GENIBAÚ
11,2500.0,FORTALEZA QUINTINO CUNHA
11 PRO MAX,2500.0,FORTALEZA PASSARÉ
11,2500.0,FORTALEZA SIQUEIRA
11,2500.0,FORTALEZA MONTE CASTELO
11,2500.0,FORTALEZA MONTE CASTELO
11,2500.0,FORTALEZA RODOLFO TEÓFILO
11,2500.0,REDENÇÃO
11,2549.0,MARACANAÚ CENTRO
11,2550.0,FORTALEZA BOA VISTA-CASTELÃO
11,2599.0,MARACANAÚ CENTRO
11,2599.0,FORTALEZA CIDADE DOS FUNCIONÁRIOS
11 PRO,2600.0,FORTALEZA SÃO GERARDO
11,2600.0,MARACANAÚ PIRATININGA
11,2600.0,FORTALEZA CRISTO REDENTOR
11,2600.0,FORTALEZA MANOEL SÁTIRO
11,2600.0,FORTALEZA MESSEJANA
11,2600.0,FORTALEZA SÃO GERARDO
12 MINI,2600.0,FORTALEZA JARDIM CEARENSE
11,2600.0,FORTALEZA ALDEOTA
11,2600.0,FORTALEZA PAPICU
11 PRO,2600.0,FORTALEZA QUINTINO CUNHA
11,2600.0,CAUCAIA NOVA METRÓPOLE (JUREMA)
12,2600.0,FORTALEZA VILA VELHA
11,2600.0,FORTALEZA MANOEL SÁTIRO
11 PRO,2600.0,MARACANAÚ TIMBÓ
11,2640.0,FORTALEZA PASSARÉ
11,2650.0,FORTALEZA CAMBEBA
11 PRO,2699.0,FORTALEZA MONDUBIM
12,2699.0,FORTALEZA MESSEJANA
11,2699.0,FORTALEZA PAPICU
11,2700.0,FORTALEZA PAPICU
11 PRO,2700.0,FORTALEZA CARLITO PAMPLONA
11,2700.0,PACATUBA SENADOR CARLOS JEREISSATI
12 MINI,2700.0,CAUCAIA PLANALTO CAUCAIA
11,2700.0,FORTALEZA QUINTINO CUNHA
11,2700.0,FORTALEZA CONJUNTO CEARÁ I
11 PRO MAX,2700.0,FORTALEZA VILA VELHA
11,2700.0,FORTALEZA ITAPERI
11,2700.0,FORTALEZA ITAPERI
11,2700.0,AQUIRAZ
11,2700.0,FORTALEZA MONTESE
11,2700.0,FORTALEZA ÁLVARO WEYNE
7 PLUS,2700.0,FORTALEZA BOA VISTA-CASTELÃO
12,2700.0,FORTALEZA CAIS DO PORTO
11,2700.0,FORTALEZA PASSARÉ
11,2700.0,FORTALEZA MANOEL SÁTIRO
11 PRO,2700.0,FORTALEZA PASSARÉ
11 PRO,2700.0,FORTALEZA PASSARÉ
11 PRO,2700.0,FORTALEZA CENTRO
11 PRO MAX,2700.0,FORTALEZA PASSARÉ
11,2700.0,FORTALEZA BONSUCESSO
11,2700.0,FORTALEZA ENGENHEIRO LUCIANO CAVALCANTE
11 PRO MAX,2700.0,FORTALEZA SIQUEIRA
11,2700.0,FORTALEZA BENFICA
11,2720.0,FORTALEZA JOAQUIM TÁVORA
11,2750.0,FORTALEZA ALDEOTA
12 MINI,2750.0,FORTALEZA COUTO FERNANDES
